User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Months Since Join,Months Since Last Payment
597,Basic,13,2022-06-01,2023-06-01,Canada,50,Male,Laptop,1 Month,24,12
598,Standard,12,2022-07-01,2023-06-01,United Kingdom,29,Female,Tablet,1 Month,23,12
599,Premium,15,2022-07-01,2023-06-01,Australia,44,Male,Smart TV,1 Month,23,12
600,Basic,14,2022-06-01,2023-06-01,Germany,36,Female,Smart TV,1 Month,24,12
601,Basic,14,2022-06-01,2023-06-01,France,46,Female,Smart TV,1 Month,24,12
602,Premium,14,2022-06-01,2023-06-01,Brazil,30,Male,Smartphone,1 Month,24,12
603,Standard,15,2022-06-01,2023-06-01,Mexico,46,Female,Tablet,1 Month,24,12
604,Standard,15,2022-06-01,2023-06-01,Spain,33,Male,Smartphone,1 Month,24,12
605,Basic,15,2022-06-01,2023-06-01,Italy,46,Female,Tablet,1 Month,24,12
606,Premium,14,2022-06-01,2023-06-01,Spain,50,Male,Tablet,1 Month,24,12
607,Standard,14,2022-06-01,2023-06-01,Spain,27,Female,Smart TV,1 Month,24,12
608,Basic,12,2022-06-01,2023-06-01,United States,48,Female,Smart TV,1 Month,24,12
609,Standard,14,2022-07-01,2023-06-01,Canada,50,Female,Smartphone,1 Month,23,12
610,Premium,13,2022-07-01,2023-06-01,United States,28,Female,Tablet,1 Month,23,12
611,Basic,15,2022-07-01,2023-06-01,United States,29,Female,Smartphone,1 Month,23,12
612,Premium,11,2022-07-01,2023-06-01,Canada,36,Male,Smart TV,1 Month,23,12
613,Standard,12,2022-07-01,2023-06-01,United Kingdom,51,Male,Laptop,1 Month,23,12
614,Basic,15,2022-08-01,2023-06-01,Australia,51,Male,Smartphone,1 Month,22,12
615,Standard,13,2022-08-01,2023-06-01,Germany,43,Male,Smart TV,1 Month,22,12
616,Premium,14,2022-09-01,2023-06-01,France,38,Female,Laptop,1 Month,21,12
617,Basic,11,2022-09-01,2023-06-01,Brazil,45,Female,Smartphone,1 Month,21,12
618,Standard,10,2022-09-01,2023-06-01,Mexico,28,Female,Smart TV,1 Month,21,12
619,Premium,11,2022-09-01,2023-06-01,Spain,27,Male,Smartphone,1 Month,21,12
620,Basic,11,2022-09-01,2023-06-01,Italy,41,Female,Smartphone,1 Month,21,12
621,Premium,14,2022-09-01,2023-06-01,Spain,49,Male,Smart TV,1 Month,21,12
622,Basic,12,2022-08-01,2023-06-01,Spain,35,Male,Smartphone,1 Month,22,12
623,Standard,13,2022-08-01,2023-06-01,United States,29,Female,Smart TV,1 Month,22,12
624,Standard,10,2022-09-01,2023-06-01,Canada,42,Male,Smartphone,1 Month,21,12
625,Basic,15,2022-09-01,2023-06-01,United States,33,Male,Tablet,1 Month,21,12
626,Premium,10,2022-09-01,2023-06-01,United States,30,Male,Laptop,1 Month,21,12
627,Basic,11,2022-09-01,2023-06-01,Canada,43,Female,Smart TV,1 Month,21,12
628,Standard,10,2022-10-01,2023-07-01,United Kingdom,42,Male,Smartphone,1 Month,20,11
629,Premium,11,2022-10-01,2023-06-01,Australia,39,Male,Tablet,1 Month,20,12
630,Basic,15,2022-10-01,2023-06-01,Germany,32,Female,Smart TV,1 Month,20,12
631,Premium,14,2022-09-01,2023-06-01,France,31,Male,Smartphone,1 Month,21,12
632,Basic,13,2022-09-01,2023-07-01,Brazil,39,Male,Smartphone,1 Month,21,11
633,Standard,12,2022-09-01,2023-06-01,Mexico,41,Female,Smartphone,1 Month,21,12
634,Standard,12,2022-09-01,2023-06-01,Spain,51,Female,Smart TV,1 Month,21,12
635,Basic,13,2022-10-01,2023-06-01,Italy,29,Male,Laptop,1 Month,20,12
636,Premium,10,2022-10-01,2023-07-01,Spain,33,Female,Smart TV,1 Month,20,11
637,Basic,12,2022-11-01,2023-06-01,Spain,51,Female,Tablet,1 Month,19,12
638,Standard,11,2022-11-01,2023-07-01,United States,38,Male,Tablet,1 Month,19,11
639,Premium,10,2022-11-01,2023-06-01,Canada,37,Female,Laptop,1 Month,19,12
640,Basic,13,2022-11-01,2023-06-01,United States,50,Female,Laptop,1 Month,19,12
641,Premium,12,2022-11-01,2023-06-01,United States,33,Male,Tablet,1 Month,19,12
642,Basic,11,2022-11-01,2023-07-01,Canada,27,Male,Laptop,1 Month,19,11
643,Standard,11,2022-10-01,2023-06-01,United Kingdom,50,Female,Smartphone,1 Month,20,12
644,Standard,15,2022-10-01,2023-06-01,Australia,47,Female,Laptop,1 Month,20,12
645,Basic,13,2022-10-01,2023-06-01,Germany,41,Male,Laptop,1 Month,20,12
646,Premium,10,2022-10-01,2023-06-01,France,49,Female,Laptop,1 Month,20,12
647,Basic,15,2022-10-01,2023-06-01,Brazil,32,Male,Smart TV,1 Month,20,12
648,Standard,10,2022-10-01,2023-06-01,Mexico,38,Female,Smartphone,1 Month,20,12
649,Premium,14,2022-08-01,2023-06-01,Spain,38,Female,Smartphone,1 Month,22,12
650,Basic,15,2022-08-01,2023-06-01,Italy,28,Female,Smart TV,1 Month,22,12
651,Premium,13,2022-08-01,2023-06-01,Spain,31,Male,Tablet,1 Month,22,12
652,Basic,14,2022-08-01,2023-06-01,Spain,39,Female,Smartphone,1 Month,22,12
653,Standard,11,2022-07-01,2023-06-01,United States,28,Female,Smartphone,1 Month,23,12
654,Standard,12,2022-07-01,2023-06-01,Canada,30,Female,Smartphone,1 Month,23,12
655,Basic,11,2022-07-01,2023-06-01,United States,42,Male,Tablet,1 Month,23,12
656,Premium,14,2022-07-01,2023-06-01,United States,33,Female,Laptop,1 Month,23,12
657,Basic,14,2022-08-01,2023-06-01,Canada,34,Female,Smart TV,1 Month,22,12
658,Standard,13,2022-08-01,2023-06-01,United Kingdom,49,Female,Smart TV,1 Month,22,12
659,Premium,13,2022-08-01,2023-06-01,Australia,41,Male,Laptop,1 Month,22,12
660,Basic,12,2022-06-01,2023-06-01,Germany,28,Male,Smart TV,1 Month,24,12
661,Premium,14,2022-06-01,2023-06-01,France,49,Female,Laptop,1 Month,24,12
662,Basic,15,2022-06-01,2023-06-01,Brazil,49,Male,Tablet,1 Month,24,12
663,Standard,11,2022-06-01,2023-06-01,Mexico,36,Male,Tablet,1 Month,24,12
664,Standard,11,2022-06-01,2023-06-01,Spain,31,Male,Smart TV,1 Month,24,12
665,Basic,10,2022-06-01,2023-06-01,Italy,38,Male,Smartphone,1 Month,24,12
666,Premium,15,2022-06-01,2023-06-01,Spain,34,Female,Tablet,1 Month,24,12
667,Basic,11,2022-06-01,2023-06-01,Spain,51,Female,Smartphone,1 Month,24,12
668,Standard,13,2022-07-01,2023-06-01,United States,49,Male,Smart TV,1 Month,23,12
669,Premium,13,2022-06-01,2023-06-01,Canada,27,Female,Tablet,1 Month,24,12
670,Basic,10,2022-06-01,2023-06-01,United States,38,Male,Smart TV,1 Month,24,12
671,Basic,10,2022-06-01,2023-06-01,United States,51,Male,Tablet,1 Month,24,12
672,Basic,14,2022-06-01,2023-06-01,Canada,47,Female,Tablet,1 Month,24,12
673,Standard,15,2022-06-01,2023-06-01,United Kingdom,37,Male,Smartphone,1 Month,24,12
674,Premium,13,2022-06-01,2023-06-01,Australia,37,Female,Laptop,1 Month,24,12
675,Basic,11,2022-06-01,2023-06-01,Germany,39,Female,Tablet,1 Month,24,12
676,Basic,11,2022-06-01,2023-06-01,France,31,Male,Smartphone,1 Month,24,12
677,Premium,13,2022-06-01,2023-06-01,Brazil,36,Male,Smart TV,1 Month,24,12
678,Standard,15,2022-06-01,2023-06-01,Mexico,42,Female,Smart TV,1 Month,24,12
679,Standard,11,2022-07-01,2023-06-01,Spain,49,Male,Laptop,1 Month,23,12
680,Basic,15,2022-07-01,2023-06-01,Italy,44,Female,Laptop,1 Month,23,12
681,Premium,11,2022-07-01,2023-06-01,Spain,33,Male,Laptop,1 Month,23,12
682,Standard,11,2022-07-01,2023-06-01,Spain,42,Male,Tablet,1 Month,23,12
683,Basic,13,2022-08-01,2023-06-01,United States,39,Male,Smartphone,1 Month,22,12
684,Standard,10,2022-08-01,2023-06-01,Canada,49,Male,Smartphone,1 Month,22,12
685,Premium,12,2022-08-01,2023-06-01,United States,31,Male,Smartphone,1 Month,22,12
686,Basic,14,2022-08-01,2023-06-01,United States,37,Male,Tablet,1 Month,22,12
687,Premium,13,2022-08-01,2023-06-01,Canada,30,Female,Tablet,1 Month,22,12
688,Standard,10,2022-09-01,2023-06-01,United Kingdom,42,Male,Smartphone,1 Month,21,12
689,Basic,15,2022-09-01,2023-06-01,Australia,37,Female,Smart TV,1 Month,21,12
690,Standard,15,2022-09-01,2023-06-01,Germany,36,Male,Laptop,1 Month,21,12
691,Premium,11,2022-09-01,2023-06-01,France,28,Female,Laptop,1 Month,21,12
692,Basic,15,2022-08-01,2023-06-01,Brazil,36,Male,Tablet,1 Month,22,12
693,Standard,14,2022-09-01,2023-06-01,Mexico,31,Female,Tablet,1 Month,21,12
694,Premium,14,2022-09-01,2023-07-01,Spain,46,Male,Smart TV,1 Month,21,11
695,Basic,13,2022-09-01,2023-06-01,Italy,28,Male,Laptop,1 Month,21,12
696,Premium,15,2022-09-01,2023-07-01,Spain,31,Male,Tablet,1 Month,21,11
697,Basic,12,2022-10-01,2023-06-01,Spain,43,Male,Smart TV,1 Month,20,12
698,Standard,10,2022-10-01,2023-07-01,United States,28,Male,Laptop,1 Month,20,11
699,Standard,13,2022-10-01,2023-06-01,Canada,32,Female,Smartphone,1 Month,20,12
700,Basic,12,2022-10-01,2023-06-01,United States,31,Female,Laptop,1 Month,20,12
701,Premium,11,2022-09-01,2023-06-01,United States,45,Male,Smart TV,1 Month,21,12
702,Basic,14,2022-09-01,2023-07-01,Canada,36,Male,Smartphone,1 Month,21,11
703,Standard,14,2022-09-01,2023-06-01,United Kingdom,35,Male,Laptop,1 Month,21,12
704,Premium,13,2022-09-01,2023-07-01,Australia,27,Female,Tablet,1 Month,21,11
705,Basic,13,2022-10-01,2023-06-01,Germany,32,Male,Laptop,1 Month,20,12
706,Premium,12,2022-10-01,2023-07-01,France,46,Female,Smartphone,1 Month,20,11
707,Basic,12,2022-10-01,2023-06-01,Brazil,36,Male,Smart TV,1 Month,20,12
708,Standard,13,2022-11-01,2023-07-01,Mexico,39,Male,Laptop,1 Month,19,11
709,Standard,12,2022-11-01,2023-06-01,Spain,48,Female,Smart TV,1 Month,19,12
710,Basic,10,2022-11-01,2023-06-01,Italy,48,Female,Smart TV,1 Month,19,12
711,Premium,14,2022-11-01,2023-06-01,Spain,27,Female,Laptop,1 Month,19,12
712,Basic,13,2022-11-01,2023-07-01,Spain,45,Male,Tablet,1 Month,19,11
713,Standard,10,2022-11-01,2023-06-01,United States,30,Male,Laptop,1 Month,19,12
714,Premium,15,2022-10-01,2023-06-01,Canada,29,Male,Tablet,1 Month,20,12
715,Basic,12,2022-10-01,2023-06-01,United States,43,Female,Laptop,1 Month,20,12
716,Premium,10,2022-10-01,2023-06-01,United States,43,Male,Laptop,1 Month,20,12
717,Basic,15,2022-10-01,2023-06-01,Canada,39,Female,Tablet,1 Month,20,12
718,Standard,14,2022-09-01,2023-06-01,United Kingdom,27,Male,Tablet,1 Month,21,12
719,Standard,10,2022-09-01,2023-06-01,Australia,33,Female,Tablet,1 Month,21,12
720,Basic,10,2022-08-01,2023-06-01,Germany,32,Female,Tablet,1 Month,22,12
721,Premium,10,2022-08-01,2023-06-01,France,37,Female,Tablet,1 Month,22,12
722,Basic,13,2022-08-01,2023-06-01,Brazil,45,Male,Smartphone,1 Month,22,12
723,Standard,10,2022-08-01,2023-06-01,Mexico,40,Female,Smartphone,1 Month,22,12
724,Premium,14,2022-08-01,2023-06-01,Spain,44,Male,Laptop,1 Month,22,12
725,Basic,12,2022-08-01,2023-06-01,Italy,29,Female,Tablet,1 Month,22,12
726,Premium,14,2022-08-01,2023-06-01,Spain,50,Male,Laptop,1 Month,22,12
727,Basic,11,2022-08-01,2023-06-01,Spain,32,Female,Laptop,1 Month,22,12
728,Standard,14,2022-08-01,2023-06-01,United States,39,Male,Laptop,1 Month,22,12
729,Standard,15,2022-07-01,2023-06-01,Canada,43,Female,Smartphone,1 Month,23,12
730,Basic,12,2022-06-01,2023-06-01,United States,49,Female,Smartphone,1 Month,24,12
731,Premium,13,2022-06-01,2023-06-01,United States,30,Male,Tablet,1 Month,24,12
732,Basic,12,2022-06-01,2023-06-01,Canada,47,Male,Tablet,1 Month,24,12
733,Standard,10,2022-06-01,2023-06-01,United Kingdom,51,Female,Laptop,1 Month,24,12
734,Premium,14,2022-06-01,2023-06-01,Australia,40,Male,Tablet,1 Month,24,12
735,Basic,14,2022-06-01,2023-06-01,Germany,40,Male,Laptop,1 Month,24,12
736,Premium,11,2022-06-01,2023-06-01,France,49,Male,Smartphone,1 Month,24,12
737,Basic,15,2022-07-01,2023-06-01,Brazil,43,Female,Tablet,1 Month,23,12
738,Standard,14,2022-06-01,2023-07-01,Mexico,44,Female,Smartphone,1 Month,24,11
739,Standard,13,2022-06-01,2023-06-01,Spain,27,Male,Smartphone,1 Month,24,12
740,Basic,14,2022-06-01,2023-06-01,Italy,30,Male,Tablet,1 Month,24,12
741,Premium,14,2022-06-01,2023-06-01,Spain,47,Male,Smart TV,1 Month,24,12
742,Basic,13,2022-06-01,2023-06-01,Spain,51,Male,Smartphone,1 Month,24,12
743,Standard,15,2022-06-01,2023-06-01,United States,31,Female,Laptop,1 Month,24,12
744,Premium,13,2022-06-01,2023-06-01,Canada,34,Female,Tablet,1 Month,24,12
745,Basic,11,2022-06-01,2023-06-01,United States,28,Female,Laptop,1 Month,24,12
746,Basic,15,2022-06-01,2023-06-01,United States,32,Male,Smartphone,1 Month,24,12
747,Basic,11,2022-06-01,2023-06-01,Canada,41,Male,Smart TV,1 Month,24,12
748,Standard,13,2022-06-01,2023-06-01,United Kingdom,40,Male,Smart TV,1 Month,24,12
749,Premium,12,2022-07-01,2023-06-01,Australia,46,Male,Smart TV,1 Month,23,12
750,Basic,13,2022-07-01,2023-06-01,Germany,47,Male,Smart TV,1 Month,23,12
751,Basic,14,2022-07-01,2023-06-01,France,45,Female,Laptop,1 Month,23,12
752,Premium,10,2022-07-01,2023-06-01,Brazil,28,Female,Smartphone,1 Month,23,12
753,Standard,12,2022-07-01,2023-06-01,Mexico,43,Female,Smartphone,1 Month,23,12
754,Standard,11,2022-08-01,2023-06-01,Spain,41,Male,Laptop,1 Month,22,12
755,Basic,13,2022-08-01,2023-06-01,Italy,32,Male,Tablet,1 Month,22,12
756,Premium,14,2022-08-01,2023-06-01,Spain,44,Female,Smartphone,1 Month,22,12
757,Standard,11,2022-09-01,2023-06-01,Spain,32,Male,Laptop,1 Month,21,12
758,Basic,12,2022-09-01,2023-06-01,United States,47,Male,Laptop,1 Month,21,12
759,Standard,14,2022-09-01,2023-06-01,Canada,37,Male,Smart TV,1 Month,21,12
760,Premium,13,2022-09-01,2023-07-01,United States,40,Female,Smartphone,1 Month,21,11
761,Basic,11,2022-08-01,2023-06-01,United States,48,Female,Smart TV,1 Month,22,12
762,Premium,10,2022-09-01,2023-07-01,Canada,48,Male,Laptop,1 Month,21,11
763,Standard,10,2022-09-01,2023-06-01,United Kingdom,35,Male,Laptop,1 Month,21,12
764,Basic,15,2022-09-01,2023-07-01,Australia,28,Male,Smart TV,1 Month,21,11
765,Standard,11,2022-09-01,2023-06-01,Germany,35,Female,Smart TV,1 Month,21,12
766,Premium,13,2022-09-01,2023-07-01,France,43,Male,Smartphone,1 Month,21,11
767,Basic,15,2022-10-01,2023-06-01,Brazil,39,Male,Laptop,1 Month,20,12
768,Standard,10,2022-10-01,2023-07-01,Mexico,38,Female,Laptop,1 Month,20,11
769,Premium,14,2022-10-01,2023-06-01,Spain,36,Female,Smart TV,1 Month,20,12
770,Basic,11,2022-10-01,2023-07-01,Italy,42,Female,Laptop,1 Month,20,11
771,Premium,14,2022-10-01,2023-06-01,Spain,27,Male,Tablet,1 Month,20,12
772,Basic,12,2022-10-01,2023-07-01,Spain,48,Male,Laptop,1 Month,20,11
773,Standard,13,2022-10-01,2023-06-01,United States,27,Female,Smart TV,1 Month,20,12
774,Standard,15,2022-10-01,2023-07-01,Canada,49,Male,Smartphone,1 Month,20,11
775,Basic,11,2022-10-01,2023-06-01,United States,29,Male,Tablet,1 Month,20,12
776,Premium,11,2022-10-01,2023-07-01,United States,44,Male,Laptop,1 Month,20,11
777,Basic,11,2022-10-01,2023-06-01,Canada,31,Male,Smartphone,1 Month,20,12
778,Standard,13,2022-11-01,2023-07-01,United Kingdom,33,Male,Tablet,1 Month,19,11
779,Premium,10,2022-11-01,2023-06-01,Australia,36,Female,Smart TV,1 Month,19,12
780,Basic,15,2022-11-01,2023-06-01,Germany,43,Female,Laptop,1 Month,19,12
781,Premium,14,2022-11-01,2023-06-01,France,30,Female,Smartphone,1 Month,19,12
782,Basic,13,2022-11-01,2023-07-01,Brazil,44,Female,Laptop,1 Month,19,11
783,Standard,13,2022-11-01,2023-06-01,Mexico,37,Female,Laptop,1 Month,19,12
784,Standard,14,2022-10-01,2023-06-01,Spain,27,Male,Laptop,1 Month,20,12
785,Basic,12,2022-10-01,2023-06-01,Italy,35,Female,Laptop,1 Month,20,12
786,Premium,13,2022-10-01,2023-06-01,Spain,32,Male,Smart TV,1 Month,20,12
787,Basic,12,2022-10-01,2023-06-01,Spain,49,Female,Laptop,1 Month,20,12
788,Standard,12,2022-09-01,2023-06-01,United States,45,Female,Tablet,1 Month,21,12
789,Premium,11,2022-09-01,2023-06-01,Canada,33,Female,Smartphone,1 Month,21,12
790,Basic,14,2022-08-01,2023-06-01,United States,37,Female,Smartphone,1 Month,22,12
791,Premium,15,2022-08-01,2023-06-01,United States,29,Male,Smartphone,1 Month,22,12
792,Basic,12,2022-08-01,2023-06-01,Canada,45,Male,Smart TV,1 Month,22,12
793,Standard,11,2022-08-01,2023-06-01,United Kingdom,42,Female,Smartphone,1 Month,22,12
794,Standard,12,2022-08-01,2023-06-01,Australia,32,Female,Smart TV,1 Month,22,12
795,Basic,11,2022-08-01,2023-07-01,Germany,47,Male,Smartphone,1 Month,22,11
796,Premium,12,2022-08-01,2023-07-01,France,27,Male,Smart TV,1 Month,22,11
797,Basic,10,2022-08-01,2023-06-01,Brazil,35,Male,Tablet,1 Month,22,12
798,Standard,15,2022-07-01,2023-06-01,Mexico,35,Male,Laptop,1 Month,23,12
799,Premium,10,2022-07-01,2023-06-01,Spain,48,Male,Tablet,1 Month,23,12
800,Basic,12,2022-06-01,2023-06-01,Italy,36,Male,Smartphone,1 Month,24,12
801,Premium,10,2022-06-01,2023-06-01,Spain,46,Male,Smartphone,1 Month,24,12
802,Basic,13,2022-06-01,2023-06-01,Spain,33,Female,Smartphone,1 Month,24,12
803,Standard,14,2022-06-01,2023-07-01,United States,43,Male,Smart TV,1 Month,24,11
804,Standard,14,2022-06-01,2023-07-01,Canada,47,Female,Smartphone,1 Month,24,11
805,Basic,15,2022-06-01,2023-06-01,United States,39,Female,Laptop,1 Month,24,12
806,Premium,15,2022-07-01,2023-06-01,United States,30,Female,Laptop,1 Month,23,12
807,Basic,11,2022-06-01,2023-06-01,Canada,46,Male,Tablet,1 Month,24,12
808,Standard,13,2022-06-01,2023-07-01,United Kingdom,39,Male,Smart TV,1 Month,24,11
809,Premium,10,2022-06-01,2023-06-01,Australia,28,Male,Smartphone,1 Month,24,12
810,Basic,13,2022-06-01,2023-06-01,Germany,38,Male,Smartphone,1 Month,24,12
811,Premium,13,2022-06-01,2023-06-01,France,36,Male,Laptop,1 Month,24,12
812,Basic,15,2022-06-01,2023-07-01,Brazil,33,Male,Laptop,1 Month,24,11
813,Standard,10,2022-06-01,2023-06-01,Mexico,50,Male,Smartphone,1 Month,24,12
814,Standard,10,2022-06-01,2023-06-01,Spain,38,Male,Smartphone,1 Month,24,12
815,Basic,15,2022-06-01,2023-06-01,Italy,29,Male,Smartphone,1 Month,24,12
816,Premium,15,2022-06-01,2023-06-01,Spain,47,Female,Smart TV,1 Month,24,12
817,Basic,15,2022-06-01,2023-06-01,Spain,31,Female,Tablet,1 Month,24,12
818,Standard,13,2022-06-01,2023-06-01,United States,40,Male,Tablet,1 Month,24,12
819,Premium,14,2022-07-01,2023-07-01,Canada,50,Male,Laptop,1 Month,23,11
820,Basic,11,2022-07-01,2023-06-01,United States,43,Female,Tablet,1 Month,23,12
821,Basic,12,2022-07-01,2023-06-01,United States,35,Female,Laptop,1 Month,23,12
822,Basic,11,2022-07-01,2023-06-01,Canada,36,Male,Laptop,1 Month,23,12
823,Standard,15,2022-07-01,2023-06-01,United Kingdom,30,Male,Smartphone,1 Month,23,12
824,Premium,13,2022-07-01,2023-06-01,Australia,47,Female,Smartphone,1 Month,23,12
825,Basic,12,2022-08-01,2023-06-01,Germany,30,Female,Laptop,1 Month,22,12
826,Basic,11,2022-08-01,2023-07-01,France,37,Male,Smart TV,1 Month,22,11
827,Premium,15,2022-08-01,2023-06-01,Brazil,34,Male,Smartphone,1 Month,22,12
828,Standard,15,2022-08-01,2023-06-01,Mexico,33,Female,Smart TV,1 Month,22,12
829,Standard,10,2022-09-01,2023-06-01,Spain,31,Male,Tablet,1 Month,21,12
830,Basic,13,2022-09-01,2023-07-01,Italy,30,Female,Smartphone,1 Month,21,11
831,Premium,10,2022-09-01,2023-06-01,Spain,35,Male,Smartphone,1 Month,21,12
832,Standard,14,2022-09-01,2023-07-01,Spain,40,Female,Tablet,1 Month,21,11
833,Basic,13,2022-09-01,2023-06-01,United States,29,Male,Smartphone,1 Month,21,12
834,Standard,14,2022-09-01,2023-07-01,Canada,34,Female,Smart TV,1 Month,21,11
835,Premium,12,2022-09-01,2023-06-01,United States,31,Male,Laptop,1 Month,21,12
836,Basic,15,2022-10-01,2023-07-01,United States,28,Male,Laptop,1 Month,20,11
837,Premium,12,2022-10-01,2023-06-01,Canada,46,Female,Smart TV,1 Month,20,12
838,Standard,11,2022-10-01,2023-07-01,United Kingdom,38,Male,Smartphone,1 Month,20,11
839,Basic,13,2022-10-01,2023-06-01,Australia,35,Female,Laptop,1 Month,20,12
840,Standard,15,2022-10-01,2023-07-01,Germany,49,Male,Smartphone,1 Month,20,11
841,Premium,13,2022-10-01,2023-06-01,France,42,Male,Smartphone,1 Month,20,12
842,Basic,14,2022-10-01,2023-07-01,Brazil,37,Female,Laptop,1 Month,20,11
843,Standard,13,2022-10-01,2023-07-01,Mexico,39,Female,Smartphone,1 Month,20,11
844,Premium,10,2022-10-01,2023-07-01,Spain,47,Female,Smart TV,1 Month,20,11
845,Basic,12,2022-10-01,2023-06-01,Italy,49,Male,Smartphone,1 Month,20,12
846,Premium,12,2022-10-01,2023-07-01,Spain,35,Male,Laptop,1 Month,20,11
847,Basic,11,2022-10-01,2023-06-01,Spain,36,Female,Smart TV,1 Month,20,12
848,Standard,11,2022-11-01,2023-07-01,United States,40,Male,Tablet,1 Month,19,11
849,Standard,10,2022-11-01,2023-06-01,Canada,30,Female,Smart TV,1 Month,19,12
850,Basic,13,2022-11-01,2023-06-01,United States,51,Female,Smart TV,1 Month,19,12
851,Premium,15,2022-11-01,2023-06-01,United States,47,Male,Laptop,1 Month,19,12
852,Basic,12,2022-11-01,2023-07-01,Canada,47,Female,Laptop,1 Month,19,11
853,Standard,14,2022-11-01,2023-06-01,United Kingdom,39,Male,Tablet,1 Month,19,12
854,Premium,10,2022-11-01,2023-06-01,Australia,49,Male,Smart TV,1 Month,19,12
855,Basic,12,2022-11-01,2023-07-01,Germany,33,Male,Laptop,1 Month,19,11
856,Premium,10,2022-10-01,2023-06-01,France,32,Female,Smart TV,1 Month,20,12
857,Basic,15,2022-09-01,2023-06-01,Brazil,40,Male,Smartphone,1 Month,21,12
858,Standard,14,2022-09-01,2023-06-01,Mexico,40,Female,Laptop,1 Month,21,12
859,Standard,12,2022-09-01,2023-06-01,Spain,51,Female,Tablet,1 Month,21,12
860,Basic,13,2022-08-01,2023-07-01,Italy,50,Male,Smart TV,1 Month,22,11
861,Premium,14,2022-08-01,2023-07-01,Spain,50,Female,Smart TV,1 Month,22,11
862,Basic,14,2022-08-01,2023-07-01,Spain,47,Male,Smartphone,1 Month,22,11
863,Standard,12,2022-08-01,2023-06-01,United States,35,Male,Laptop,1 Month,22,12
864,Premium,11,2022-08-01,2023-07-01,Canada,31,Male,Tablet,1 Month,22,11
865,Basic,15,2022-08-01,2023-07-01,United States,36,Male,Smartphone,1 Month,22,11
866,Premium,10,2022-08-01,2023-07-01,United States,41,Female,Smart TV,1 Month,22,11
867,Basic,13,2022-07-01,2023-06-01,Canada,49,Female,Tablet,1 Month,23,12
868,Standard,12,2022-07-01,2023-07-01,United Kingdom,34,Female,Tablet,1 Month,23,11
869,Standard,15,2022-07-01,2023-07-01,Australia,30,Female,Tablet,1 Month,23,11
870,Basic,13,2022-07-01,2023-07-01,Germany,38,Male,Laptop,1 Month,23,11
871,Premium,11,2022-06-01,2023-06-01,France,45,Male,Tablet,1 Month,24,12
872,Basic,14,2022-06-01,2023-07-01,Brazil,42,Female,Laptop,1 Month,24,11
873,Standard,10,2022-06-01,2023-07-01,Mexico,42,Female,Smart TV,1 Month,24,11
874,Premium,10,2022-06-01,2023-07-01,Spain,31,Male,Smart TV,1 Month,24,11
875,Basic,14,2022-06-01,2023-06-01,Italy,28,Male,Smart TV,1 Month,24,12
876,Premium,11,2022-06-01,2023-06-01,Spain,44,Male,Tablet,1 Month,24,12
877,Basic,13,2022-06-01,2023-07-01,Spain,30,Male,Smart TV,1 Month,24,11
878,Standard,13,2022-06-01,2023-07-01,United States,33,Male,Smartphone,1 Month,24,11
879,Standard,12,2022-06-01,2023-06-01,Canada,42,Female,Tablet,1 Month,24,12
880,Basic,11,2022-06-01,2023-06-01,United States,31,Male,Smart TV,1 Month,24,12
881,Premium,11,2022-06-01,2023-07-01,United States,31,Female,Smartphone,1 Month,24,11
882,Basic,13,2022-06-01,2023-07-01,Canada,46,Female,Smart TV,1 Month,24,11
883,Standard,15,2022-06-01,2023-06-01,United Kingdom,28,Female,Tablet,1 Month,24,12
884,Premium,11,2022-06-01,2023-06-01,Australia,50,Male,Tablet,1 Month,24,12
885,Basic,11,2022-06-01,2023-07-01,Germany,34,Male,Tablet,1 Month,24,11
886,Premium,15,2022-06-01,2023-06-01,France,45,Female,Smart TV,1 Month,24,12
887,Basic,12,2022-06-01,2023-06-01,Brazil,38,Female,Laptop,1 Month,24,12
888,Standard,13,2022-06-01,2023-06-01,Mexico,42,Female,Laptop,1 Month,24,12
889,Standard,10,2022-07-01,2023-07-01,Spain,45,Female,Smartphone,1 Month,23,11
890,Basic,10,2022-07-01,2023-06-01,Italy,44,Male,Smart TV,1 Month,23,12
891,Premium,14,2022-07-01,2023-06-01,Spain,50,Female,Smart TV,1 Month,23,12
892,Basic,15,2022-07-01,2023-06-01,Spain,38,Male,Tablet,1 Month,23,12
893,Standard,13,2022-07-01,2023-07-01,United States,42,Female,Smart TV,1 Month,23,11
894,Premium,13,2022-08-01,2023-07-01,Canada,50,Male,Smart TV,1 Month,22,11
895,Basic,10,2022-08-01,2023-06-01,United States,30,Male,Smartphone,1 Month,22,12
896,Basic,10,2022-08-01,2023-07-01,United States,47,Female,Smartphone,1 Month,22,11
897,Basic,14,2022-08-01,2023-06-01,Canada,32,Female,Laptop,1 Month,22,12
898,Standard,11,2022-08-01,2023-07-01,United Kingdom,31,Female,Tablet,1 Month,22,11
899,Premium,15,2022-09-01,2023-06-01,Australia,37,Male,Laptop,1 Month,21,12
900,Basic,14,2022-09-01,2023-07-01,Germany,32,Female,Smartphone,1 Month,21,11
901,Basic,12,2022-09-01,2023-06-01,France,29,Male,Smartphone,1 Month,21,12
902,Premium,12,2022-09-01,2023-07-01,Brazil,28,Male,Tablet,1 Month,21,11
